code,name,city,country,latitude_deg,longitude_deg
GAO,Mariana Grajales Airport,Guantánamo,Cuba,20.0853,-75.158302
GAQ,Gao International Airport,Gao,Mali,16.248466,-0.005389
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.106654,91.585226
GAY,Gaya Airport,Gaya,India,24.744301,84.951202
GBB,Gabala International Airport,Gabala,Azerbaijan,40.808617,47.725389
GBE,Sir Seretse Khama International Airport,Gaborone,Botswana,-24.555201,25.9182
GBJ,Marie-Galante Airport,Grand-Bourg,Guadeloupe,15.868925,-61.270087
GBT,Gorgan Airport,Gorgan,Iran,36.909400939899996,54.4012985229
GCC,Northeast Wyoming Regional Airport,Gillette,United States,44.3489,-105.539001
GCH,Gachsaran Airport,Gachsaran,Iran,30.333869,50.833796
GCI,Guernsey Airport,Saint Peter Port,Guernsey,49.435001,-2.60197
GCJ,Grand Central Airport,Midrand,South Africa,-25.986299514799995,28.1401004791
GCK,Garden City Regional Airport,Garden City,United States,37.9275016785,-100.723999023
GCM,Owen Roberts International Airport,George Town,Cayman Islands,19.292801,-81.357697
GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,United States,35.9524,-112.147003
GDB,Gondia Airport,Gondia,India,21.526817,80.290347
GDE,Gode Airport,Gode,Ethiopia,5.93513011932,43.5786018372
GDL,Guadalajara International Airport,Guadalajara,Mexico,20.523342,-103.310108
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,Poland,54.377602,18.4662
GDO,Guasdualito Airport,Guasdualito,Venezuela,7.210834,-70.756386
GDQ,Gondar Airport,Azezo,Ethiopia,12.5199,37.433998
GDT,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,21.4445,-71.142303
GDV,Dawson Community Airport,Glendive,United States,47.137658,-104.80691
GDX,Sokol Airport,Magadan,Russia,59.9109992980957,150.72000122070312
GDZ,Gelendzhik Airport,Gelendzhik,Russia,44.5820926295,38.0124807358
GEA,Nouméa Magenta Airport,Nouméa,New Caledonia,-22.257706,166.472822
GEC,Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),Cyprus,35.23591,33.720088
GEG,Spokane International Airport,Spokane,United States,47.6199,-117.533997
GEL,Santo Ângelo Airport,Santo Ângelo,Brazil,-28.282503,-54.169623
GEM,President Obiang Nguema International Airport,Mengomeyén,Equatorial Guinea,1.676437,11.024904
GEO,Cheddi Jagan International Airport,Georgetown,Guyana,6.49855,-58.254101
GER,Rafael Cabrera Airport,Nueva Gerona,Cuba,21.834699630737305,-82.78379821777344
GES,General Santos International Airport,General Santos,Philippines,6.057208,125.096243
GET,Geraldton Airport,Moonyoonooka,Australia,-28.796101,114.707001
GEV,Gällivare Airport,Gällivare,Sweden,67.13240051269531,20.814599990844727
GFF,Griffith Airport,Griffith,Australia,-34.2508010864,146.067001343
GFK,Grand Forks International Airport,Grand Forks,United States,47.949299,-97.176102
GFL,Floyd Bennett Memorial Airport,Glens Falls,United States,43.3412017822,-73.6102981567
GFN,Clarence Valley Regional Airport,Grafton,Australia,-29.754795,153.031234
GFR,Granville Airport,"Bréville-sur-Mer, Manche",France,48.883099,-1.56417
GFY,Grootfontein Airport,Grootfontein,Namibia,-19.6022,18.1227
GGG,East Texas Regional Airport,Longview,United States,32.38399887084961,-94.71150207519531
GGT,Exuma International Airport,Moss Town,Bahamas,23.562599,-75.877998
GGW,Glasgow Valley County Airport Wokal Field,Glasgow,United States,48.212502,-106.614998
GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,Algeria,32.384102,3.79411
GHB,Governor's Harbour Airport,Governor's Harbour,Bahamas,25.2847,-76.331001
GHC,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,25.7383,-77.840103
GHN,Guanghan Airport,Deyang (Guanghan),China,30.9485,104.3296
GHT,Ghat Airport,Ghat,Libya,25.1455993652,10.142600059500001
GHU,Gualeguaychu Airport,Gualeguaychu,Argentina,-33.005567,-58.612833
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),Romania,45.70558,25.522871
GIB,Gibraltar Airport,Gibraltar,Gibraltar,36.151679,-5.34978
GID,Gitega Airport,Gitega,Burundi,-3.417209,29.911308
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.809999,-43.250557
GIL,Gilgit Airport,Gilgit,Pakistan,35.918800354003906,74.33360290527344
GIR,Santiago Vila Airport,Girardot,Colombia,4.27624,-74.7967
GIS,Gisborne Airport,Gisborne,New Zealand,-38.6633,177.977997
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,Saudi Arabia,16.9011,42.5858
GJA,La Laguna Airport,Guanaja,Honduras,16.4454,-85.906601
GJL,Jijel Ferhat Abbas Airport,Tahir,Algeria,36.794125,5.873652
GJM,Guajará-Mirim Airport,Guajará-Mirim,Brazil,-10.78641,-65.28486
GJT,Grand Junction Regional Airport,Grand Junction,United States,39.126663,-108.529387
GKA,Goroka Airport,Goronka,Papua New Guinea,-6.081689834590001,145.391998291
GKE,Geilenkirchen Air Base,Geilenkirchen,Germany,50.9608,6.04242
GKN,Gulkana Airport,Gulkana,United States,62.155859,-145.454662
GLA,Glasgow Airport,Glasgow,United Kingdom,55.871899,-4.43306
GLD,Goodland Municipal Airport,Goodland,United States,39.370701,-101.699753
GLF,Golfito Airport,Golfito,Costa Rica,8.65401,-83.182198
GLH,Mid Delta Regional Airport,Greenville,United States,33.482899,-90.985603
GLI,Glen Innes Airport,Glen Innes,Australia,-29.676029,151.691156
GLO,Gloucestershire Airport,"Staverton, Gloucestershire",United Kingdom,51.894199,-2.16722
GLS,Scholes International At Galveston Airport,Galveston,United States,29.265301,-94.860397
GLT,Gladstone Airport,Gladstone,Australia,-23.869763,151.225439
GLU,Gelephu Airport,Gelephu,Bhutan,26.88456,90.46412
GLZ,Gilze Rijen Air Base,Rijen,Netherlands,51.567402,4.93183
GMA,Gemena Airport,Gemena,Democratic Republic of the Congo,3.23537,19.771299
GMB,Gambela Airport,Gambela,Ethiopia,8.12876,34.563099
GME,Gomel Airport,Gomel,Belarus,52.527000427246094,31.016700744628906
GMO,Gombe Lawanti International Airport,Gombe,Nigeria,10.298889,10.9
GMP,Seoul Gimpo International Airport,Seoul,South Korea,37.5583,126.791
GMQ,Golog Maqên Airport,Golog (Maqên),China,34.418066,100.301144
GMU,Greenville Downtown Airport,Greenville,United States,34.847903,-82.350217
GNA,Hrodna Airport,Hrodna,Belarus,53.602001,24.053801
GNB,Grenoble Alpes Isère Airport,Grenoble,France,45.3629,5.32937
GND,Maurice Bishop International Airport,Saint George's,Grenada,12.003996,-61.785302
GNJ,Ganja International Airport,Ganja,Azerbaijan,40.738692,46.320383
GNS,Binaka Airport,Gunungsitoli,Indonesia,1.166275,97.705196
GNV,Gainesville Regional Airport,Gainesville,United States,29.6900997162,-82.2717971802
GNY,Şanlıurfa GAP Airport,Şanlıurfa,Turkey,37.445663,38.895592
GOA,Genoa Cristoforo Colombo Airport,Genova (GE),Italy,44.412039,8.840732
GOH,Nuuk International Airport,Nuuk,Greenland,64.191066,-51.67914
GOI,Goa Dabolim International Airport,Vasco da Gama,India,15.380062,73.833328
GOJ,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,Russia,56.227351,43.785152
GOM,Goma International Airport,Goma,Democratic Republic of the Congo,-1.666758,29.238037
GON,Groton New London Airport,Groton,United States,41.330101,-72.045097
GOP,Gorakhpur Airport,Gorakhpur,India,26.739700317399997,83.4496994019
GOQ,Golmud Airport,Golmud,China,36.4006,94.786102
GOT,Göteborg Landvetter Airport,Göteborg,Sweden,57.6628,12.2798
GOU,Garoua International Airport,Garoua,Cameroon,9.334785,13.372129
GOV,Gove Airport,Nhulunbuy,Australia,-12.269399642899998,136.817993164
GOX,Manohar International Airport,Mopa,India,15.744257,73.860625
GOZ,Gorna Oryahovitsa Airport,Gorna Oryahovitsa,Bulgaria,43.151402,25.7129
GPA,Patras Araxos Agamemnon Airport,Patras,Greece,38.1511,21.4256
GPI,Guapi Airport,Guapi,Colombia,2.57013,-77.897969
GPL,Guapiles Airport,Pococi,Costa Rica,10.2172002792,-83.79699707030001
GPN,Garden Point Airport,Pirlangimpi,Australia,-11.399686,130.425568
GPO,General Pico Airport,General Pico,Argentina,-35.696201,-63.758301
GPS,Seymour Galapagos Ecological Airport,Isla Baltra,Ecuador,-0.453758,-90.2659
GPT,Gulfport Biloxi International Airport,Gulfport,United States,30.405582,-89.069836
GRB,Austin Straubel International Airport,Green Bay,United States,44.483459,-88.130805
GRF,Gray Army Air Field,Fort Lewis/Tacoma,United States,47.07920074,-122.5810013
GRI,Central Nebraska Regional Airport,Grand Island,United States,40.967498779296875,-98.30960083007812
GRJ,George Airport,George,South Africa,-34.0056,22.378902
GRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,United States,31.0672,-97.828903
GRO,Girona-Costa Brava Airport,Girona,Spain,41.904639,2.761774
GRQ,Groningen Airport Eelde,Groningen,Netherlands,53.119107,6.577652
GRR,Gerald R. Ford International Airport,Grand Rapids,United States,42.880798,-85.522797
GRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,Grosseto (GR),Italy,42.759701,11.0719
GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,Brazil,-23.431274,-46.469954
GRV,Akhmat Kadyrov Grozny International Airport,Grozny,Russia,43.388106,45.699772
GRW,Graciosa Airport,Santa Cruz da Graciosa,Portugal,39.092201232910156,-28.029800415039062
GRX,F.G.L. Airport Granada-Jaén Airport,Granada,Spain,37.188702,-3.77736
GRY,Grímsey Airport,Grímsey/Sandvík,Iceland,66.5458,-18.0173
GRZ,Graz Airport,Feldkirchen bei Graz,Austria,46.9911,15.4396
GSB,Seymour Johnson Air Force Base,Goldsboro,United States,35.339401,-77.960602
GSE,Säve Airport,Göteborg,Sweden,57.7747,11.8704
GSJ,San José Airport,Puerto San José,Guatemala,13.9362,-90.8358
GSM,Qeshm International Airport,Qeshm(Dayrestan),Iran,26.754639,55.902353
GSO,Piedmont Triad International Airport,Greensboro,United States,36.09937,-79.937262
GSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,United States,34.895699,-82.218903
GST,Gustavus Airport,Gustavus,United States,58.4253006,-135.7070007
GSV,Gagarin International Airport,Saratov,Russia,51.712778,46.171111
GTE,Groote Eylandt Airport,Groote Eylandt,Australia,-13.972405,136.458553
GTF,Great Falls International Airport,Great Falls,United States,47.481998,-111.371002
GTN,Glentanner Airport,Glentanner Station,New Zealand,-43.906700134277344,170.1280059814453
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,United States,33.450298,-88.5914
GUA,La Aurora International Airport,Guatemala City,Guatemala,14.582896,-90.527515
GUC,Gunnison Crested Butte Regional Airport,Gunnison,United States,38.534672,-106.934566
GUJ,Edu Chaves Field,Guaratinguetá,Brazil,-22.791599,-45.2048
GUM,Antonio B. Won Pat International Airport,Hagåtña,Guam,13.485,144.797282
GUP,Gallup Municipal Airport,Gallup,United States,35.511653,-108.788166
GUQ,Guanare Airport,Guanare,Venezuela,9.026944,-69.75515
GUR,Gurney Airport,Gurney,Papua New Guinea,-10.3114995956,150.333999634
GUS,Grissom Air Reserve Base,Peru,United States,40.648102,-86.1521
GUW,Atyrau International Airport,Atyrau,Kazakhstan,47.121318,51.820343
GUY,Guymon Municipal Airport,Guymon,United States,36.6851005554,-101.508003235
GVA,Geneva International Airport,Geneva,Switzerland,46.238098,6.10895
GVN,Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,Russia,48.925067,140.035348
GVR,Coronel Altino Machado Airport,Governador Valadares,Brazil,-18.895882,-41.982869
GVX,Gävle Sandviken Airport,Gävle / Sandviken,Sweden,60.5933,16.951401
GWD,New Gwadar International Airport,Gurandani,Pakistan,25.296733,62.498822
GWE,Josiah Tungamirai Air Force Base,Gweru,Zimbabwe,-19.436718,29.861945
GWL,Gwalior Airport,Gwalior,India,26.29330062866211,78.22779846191406
GWO,Greenwood–Leflore Airport,Greenwood,United States,33.495025,-90.088204
GWT,Westerland Sylt Airport,Sylt,Germany,54.9132,8.34047
GXF,Seiyun Hadhramaut International Airport,Seiyun,Yemen,15.965887,48.788146
GXG,Negage Airport,Negage,Angola,-7.754509925842285,15.287699699401855
GXH,Gannan Xiahe Airport,Gannan (Xiahe),China,34.819014,102.622261
GXQ,Teniente Vidal Airport,Coyhaique,Chile,-45.5942,-72.106102
GYA,Guayaramerín Airport,Guayaramerín,Bolivia,-10.88856,-65.380955
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,40.47278,50.050931
GYE,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,-2.15742,-79.883598
GYG,Magan Airport,Magan,Russia,62.103484,129.545288
GYI,Gisenyi Airport,Gisenyi,Rwanda,-1.6772,29.2589
GYM,General José María Yáñez International Airport,Guaymas,Mexico,27.9689998626709,-110.92500305175781
GYN,Santa Genoveva International Airport,Goiânia,Brazil,-16.632,-49.220699
GYS,Guangyuan Panlong Airport,Guangyuan (Lizhou),China,32.390254,105.694571
GYU,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),China,36.078889,106.216944
GYY,Gary/Chicago International Airport,Gary,United States,41.617087,-87.413206
GZP,Gazipaşa-Alanya Airport,Gazipaşa,Turkey,36.298832,32.297017
GZT,Gaziantep Oğuzeli International Airport,Gaziantep,Turkey,36.947201,37.478699
GZW,Qazvin Airport,Qazvin,Iran,36.240101,50.0471
HAC,Hachijojima Airport,Hachijojima,Japan,33.114843,139.785645
HAD,Halmstad Airport,Halmstad,Sweden,56.69110107421875,12.820199966430664
HAH,Prince Said Ibrahim International Airport,Moroni,Comoros,-11.5337,43.2719
HAJ,Hannover Airport,Hannover,Germany,52.461102,9.68508
HAK,Haikou Meilan International Airport,Haikou (Meilan),China,19.9349,110.459
HAM,Hamburg Helmut Schmidt Airport,Hamburg,Germany,53.630402,9.98823
HAN,Noi Bai International Airport,Hanoi (Soc Son),Vietnam,21.221201,105.806999
HAQ,Hanimaadhoo International Airport,Haa Dhaalu Atoll,Maldives,6.743235,73.167072
HAS,Hail International Airport,Hail,Saudi Arabia,27.437901,41.686298
HAU,"Haugesund Airport, Karmøy",Karmøy,Norway,59.345299,5.20836
HAV,José Martí International Airport,Havana,Cuba,22.989200592041016,-82.40910339355469
HAW,Haverfordwest Airport,Haverfordwest,United Kingdom,51.833099365234375,-4.9611101150512695
HBA,Hobart International Airport,Hobart (Cambridge),Australia,-42.837032,147.513022
HBE,Alexandria International Airport,Alexandria,Egypt,30.93249,29.696437
HBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,31.26479912,-89.25279999
HBR,Hobart Regional Airport,Hobart,United States,34.991317,-99.051313
HBX,Hubballi Airport,Hubballi,India,15.361084,75.082096
HCJ,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),China,24.804344,107.710819
HCN,Hengchun Airport,Hengchun,Taiwan,22.0411,120.730003
HCR,Holy Cross Airport,Holy Cross,United States,62.18830108642578,-159.77499389648438
HCZ,Chenzhou Beihu Airport,Chenzhou,China,25.753419,112.845404
HDF,Heringsdorf Airport,Zirchow,Germany,53.8787,14.1523
HDG,Handan Airport,Handan,China,36.524824,114.424126
HDM,Hamadan Airport,Hamadan,Iran,34.866416,48.56069
HDN,Yampa Valley Airport,Hayden,United States,40.481201,-107.218002
HDS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,South Africa,-24.361864,31.052921
HDY,Hat Yai International Airport,Hat Yai,Thailand,6.93321,100.392998
HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,Afghanistan,34.209999,62.228298
HEH,Heho Airport,Heho,Myanmar,20.74714,96.792029
HEK,Heihe Aihui Airport,Heihe,China,50.171621,127.308884
HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),Finland,60.318363,24.963341
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.339699,25.1803
HET,Hohhot Baita International Airport,Hohhot,China,40.849658,111.824598
HFA,Uri Michaeli Haifa International Airport,Haifa,Israel,32.810219,35.043719
HFD,Hartford Brainard Airport,Hartford,United States,41.736698150635,-72.649398803711
HFE,Hefei Xinqiao International Airport,Hefei,China,31.98779,116.9769
HFN,Hornafjörður Airport,Höfn,Iceland,64.295601,-15.2272
HFT,Hammerfest Airport,Hammerfest,Norway,70.679703,23.6686
HGA,Egal International Airport,Hargeisa,Somalia,9.514082,44.083469
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,30.23609,120.428865
HGI,Itanagar Donyi Polo Hollongi Airport,Hollongi,India,26.96683,93.638792
HGN,Mae Hong Son Airport,Mae Hong Son,Thailand,19.3013,97.9758
HGO,Korhogo Airport,Korhogo,Côte d'Ivoire,9.38718,-5.55666
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,39.708771,-77.728014
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.828212,144.299412
HHE,JMSDF Hachinohe Air Base / Hachinohe Airport,Hachinohe,Japan,40.551181,141.465428
HHH,Hilton Head Airport,Hilton Head Island,United States,32.2244,-80.697502
HHN,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),Germany,49.946353,7.261734
HHQ,Hua Hin Airport,Hua Hin,Thailand,12.6361999512,99.951499939
HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,33.922798,-118.334999
HIA,Huai'an Lianshui Airport,Huai'an,China,33.792712,119.126657
HIB,Range Regional Airport,Hibbing,United States,47.384831,-92.836905
HID,Horn Island Airport,Horn,Australia,-10.585636,142.29277
HIF,Hill Air Force Base,Ogden,United States,41.12403,-111.973086
HII,Lake Havasu City Airport,Lake Havasu City,United States,34.570506,-114.357745
HIJ,Hiroshima Airport,Hiroshima,Japan,34.4361,132.919006
HIM,Hingurakgoda Air Force Base,Polonnaruwa Town,Sri Lanka,8.04981,80.9814
HIN,Sacheon Airport / Sacheon Air Base,Sacheon,South Korea,35.088591,128.071747
HIO,Portland Hillsboro Airport,Portland,United States,45.540401,-122.949997
HIR,Honiara International Airport,Honiara,Solomon Islands,-9.428,160.054993
HJJ,Huaihua Zhijiang Airport,Huaihua,China,27.443087,109.704666
HJR,Khajuraho Airport,Khajuraho,India,24.8172,79.918602
HKD,Hakodate Airport,Hakodate,Japan,41.77,140.822006
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.31184,113.914862
HKN,Hoskins Airport,Kimbe,Papua New Guinea,-5.463846,150.407327
HKT,Phuket International Airport,Phuket,Thailand,8.113257,98.3174
HKY,Hickory Regional Airport,Hickory,United States,35.74110031,-81.38950348
HLA,Lanseria International Airport,Johannesburg,South Africa,-25.938964,27.926642
HLD,Hulunbuir Hailar Airport,Hailar,China,49.208616,119.822301
HLE,Saint Helena International Airport,Jamestown,"Saint Helena, Ascension and Tristan da Cunha",-15.958898,-5.646066
HLG,Wheeling Ohio County Airport,Wheeling,United States,40.1749992371,-80.6463012695
HLN,Helena Regional Airport,Helena,United States,46.6068,-111.983002
HLP,Halim Perdanakusuma International Airport,Jakarta,Indonesia,-6.266989,106.890318
HLZ,Hamilton International Airport,Hamilton,New Zealand,-37.866961,175.331952
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,61.0285,69.086098
HMB,Suhaj International Airport,Suhaj,Egypt,26.342515,31.743017
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,Algeria,31.673,6.14044
HMI,Hami Airport,Hami,China,42.8414,93.669197
HMJ,Khmelnytskyi Airport,Khmelnytskyi,Ukraine,49.359699,26.933399
HMN,Holloman Air Force Base,Alamogordo,United States,32.852501,-106.107002
HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,Mexico,29.092811,-111.053015
HNA,Iwate Hanamaki Airport,Hanamaki,Japan,39.4286,141.134995
HND,Tokyo Haneda International Airport,Tokyo,Japan,35.549678,139.786958
HNG,Hainanzhou Gonghe Airport,Hainan (Gonghe),China,36.3367,100.480003
HNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",United States,21.318387,-157.92567
HNM,Hana Airport,Hana,United States,20.795601,-156.014008
HNS,Haines Airport,Haines,United States,59.243921,-135.523925
HOB,Lea County Regional Airport,Hobbs,United States,32.6875,-103.217003
HOF,Al-Ahsa International Airport,Hofuf,Saudi Arabia,25.285299,49.485199
HOG,Frank Pais International Airport,Holguin,Cuba,20.785148,-76.315526
HOI,Hao Airport,Otepa,French Polynesia,-18.0748,-140.945999
HOM,Homer Airport,Homer,United States,59.644456,-151.479235
HON,Huron Regional Airport,Huron,United States,44.385201,-98.2285
HOP,Campbell Army Airfield (Fort Campbell),Fort Campbell,United States,36.674154,-87.48974
HOQ,Hof-Plauen Airport,Hof,Germany,50.288544,11.852876
HOR,Horta Airport,Horta,Portugal,38.519901275634766,-28.715900421142578
HOT,Memorial Field Airport,Hot Springs,United States,34.4788,-93.096262
HOU,William P. Hobby Airport,Houston,United States,29.645336,-95.276812
HOV,"Ørsta-Volda Airport, Hovden",Ørsta,Norway,62.180000305176,6.0741000175476
HPA,Lifuka Island Airport,Lifuka,Tonga,-19.777000427246094,-174.34100341796875
HPG,Shennongjia Hongping Airport,Shennongjia (Hongping),China,31.626,110.34
HPH,Cat Bi International Airport,Haiphong (Hai An),Vietnam,20.817428,106.724315
HPN,Westchester County Airport,White Plains,United States,41.06700134277344,-73.70760345458984
HQL,Tashikuergan Hongqilafu Airport,Tashikuergan,China,37.661333,75.288877
HQM,Bowerman Airport,Hoquiam,United States,46.971199035599994,-123.93699646
HRB,Harbin Taiping International Airport,Harbin,China,45.623402,126.25
HRE,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,-17.931801,31.0928
HRG,Hurghada International Airport,Hurghada,Egypt,27.176776,33.796692
HRI,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,6.283878,81.124163
HRK,Kharkiv International Airport,Kharkiv,Ukraine,49.926943,36.290814
HRL,Valley International Airport,Harlingen,United States,26.228500366210938,-97.65440368652344
HRM,Hassi R'Mel Airport,Hassi R'Mel,Algeria,32.930401,3.31154
HRO,Boone County Airport,Harrison,United States,36.26150131225586,-93.15470123291016
HRS,Harrismith Airport,Harrismith,South Africa,-28.2351,29.106199
HSA,Hazrat Sultan International Airport,Turkıstan,Kazakhstan,43.311087,68.550352
HSC,Shaoguan Danxia Airport,Shaoguan,China,24.9786,113.420998
HSG,Kyushu Saga International Airport,Saga,Japan,33.1497,130.302002
HSL,Huslia Airport,Huslia,United States,65.697899,-156.350998
HSN,Zhoushan Putuoshan International Airport,Zhoushan,China,29.933874,122.362307
HSR,Rajkot International Airport,Rajkot,India,22.378824,71.039391
HSS,Maharaja Agrasen International Airport,Hisar,India,29.186065,75.74142
HST,Homestead Air Reserve Base,Homestead,United States,25.4886,-80.383598
HSV,Huntsville International Airport,Huntsville,United States,34.636244,-86.774378
HSZ,Hsinchu Air Base,Hsinchu City,Taiwan,24.8180007935,120.939002991
HTA,Chita-Kadala International Airport,Chita,Russia,52.024841,113.305839
HTG,Khatanga Airport,Khatanga,Russia,71.97810363769531,102.49099731445312
HTI,Hamilton Island Airport,Hamilton Island,Australia,-20.3581008911,148.95199585
HTN,Hotan Airport,Hotan,China,37.03850173950195,79.86489868164062
HTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,United States,38.366699,-82.557999
HTT,Huatugou Airport,Mengnai,China,38.201645,90.837843
HTV,Huntsville Regional Airport,Huntsville,United States,30.7469005585,-95.5871963501
HTY,Hatay Airport,Antakya,Turkey,36.36079,36.285589
HUA,Redstone Army Air Field,Redstone Arsnl Huntsville,United States,34.67869949,-86.68479919
HUF,"Terre Haute Regional Airport, Hulman Field",Terre Haute,United States,39.4515,-87.307602
HUH,Huahine-Fare Airport,Fare,French Polynesia,-16.687084,-151.021593
HUI,Phu Bai International Airport,Huế,Vietnam,16.400628,107.703094
HUL,Houlton International Airport,Houlton,United States,46.1231002808,-67.792098999
HUN,Hualien Chiashan Airport,Hualien City,Taiwan,24.023163,121.617991
HUO,Holingol Huolinhe Airport,Holingol,China,45.487222,119.407222
HUT,Hutchinson Municipal Airport,Hutchinson,United States,38.0654983521,-97.86060333250002
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-9.878809928894043,-76.20480346679688
HUX,Bahías de Huatulco International Airport,Huatulco,Mexico,15.775437,-96.260456
HUY,Humberside Airport,"Grimsby, Lincolnshire",United Kingdom,53.576152,-0.34954
HUZ,Huizhou Pingtan Airport,Huizhou (Pingtan),China,23.049999,114.599998
HVA,Analalava Airport,Analalava,Madagascar,-14.629514,47.763555
HVB,Hervey Bay Airport,Hervey Bay,Australia,-25.320127,152.880662
HVD,Khovd Airport,Khovd,Mongolia,47.954102,91.628197
HVG,"Honningsvåg Airport, Valan",Honningsvåg,Norway,71.009697,25.983601
HVN,Tweed New Haven Airport,New Haven,United States,41.262869,-72.887694
HVR,Havre City County Airport,Havre,United States,48.541387,-109.762859
HWN,Hwange National Park Airport,Gwayi River Farms,Zimbabwe,-18.6299,27.021
HWO,North Perry Airport,Hollywood,United States,26.0012,-80.2407
HWR,Halwara International Airport,Halwara,India,30.748501,75.629799
HXD,Haixi Delingha Airport,Delingha,China,37.125286,97.268658
HYA,Cape Cod Gateway Airport,Hyannis,United States,41.6693,-70.280403
HYD,Rajiv Gandhi International Airport,Hyderabad,India,17.231318,78.429855
HYN,Taizhou Luqiao Airport,Taizhou (Luqiao),China,28.562201,121.429001
HYR,Sawyer County Airport,Hayward,United States,46.025199890100005,-91.44429779050002
HYS,Hays Regional Airport,Hays,United States,38.844521,-99.273148
HZA,Heze Mudan Airport,Heze (Dingtao),China,35.212972,115.736748
HZB,Merville-Calonne Airport,"Merville, Nord",France,50.618401,2.64224
HZG,Hanzhong Chenggu Airport,Hanzhong (Chenggu),China,33.133527,107.203817
HZH,Liping Airport,Liping,China,26.32217,109.1499
HZK,Húsavík Airport,Húsavík,Iceland,65.952301,-17.426001
HZU,Chengdu Huaizhou Airport,Chengdu (Jintang),China,30.677339,104.529397
IAA,Igarka Airport,Igarka,Russia,67.437202,86.621902
IAB,McConnell Air Force Base,Wichita,United States,37.621899,-97.268204
IAD,Washington Dulles International Airport,Dulles,United States,38.9445,-77.455803
IAG,Niagara Falls International Airport,Niagara Falls,United States,43.1073,-78.946198
IAH,George Bush Intercontinental Airport,Houston,United States,29.9844,-95.3414
IAM,Zarzaitine - In Aménas Airport,In Aménas,Algeria,28.0515,9.64291
IAN,Bob Baker Memorial Airport,Kiana,United States,66.976128,-160.439014
IAR,Golden Ring Yaroslavl International Airport,Tunoshna,Russia,57.560699,40.157398
IAS,Iaşi International Airport,Iaşi,Romania,47.179633,27.621431
IBA,Ibadan Airport,Ibadan,Nigeria,7.362460136413574,3.97832989692688
IBE,Perales Airport,Ibagué,Colombia,4.42161,-75.1333
IBL,Indigo Bay Lodge Airport,Bazaruto Island,Mozambique,-21.708,35.452801
IBP,Iberia Airport,Iberia,Peru,-11.4116,-69.488701
IBR,Ibaraki Airport,Omitama,Japan,36.181456,140.414434
IBZ,Ibiza Airport,Ibiza (Eivissa),Spain,38.872898,1.37312
ICN,Incheon International Airport,Seoul,South Korea,37.469101,126.450996
ICT,Wichita Dwight D. Eisenhower National Airport,Wichita,United States,37.650314,-97.428583
IDA,Idaho Falls Regional Airport,Idaho Falls,United States,43.514599,-112.070999
IDR,Devi Ahilya Bai Holkar International Airport,Indore,India,22.721404,75.80051
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,Poland,52.1385,15.7986
IEJ,Iejima Airport,Ie,Japan,26.722537,127.786801
IFJ,Ísafjörður Airport,Ísafjörður,Iceland,66.058098,-23.1353
